Year;race_ethnicity;start;end;president;party
1973;White;1969;1974;Richard Nixon         ;Republican                                   
1973;White;1969;1974;Richard Nixon         ;Republican                                   
1973;White;1969;1974;Richard Nixon         ;Republican                                   
1973;White;1969;1974;Richard Nixon         ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;Black;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1974;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;Arab ;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1975;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1976;White;1974;1977;Gerald Ford           ;Republican                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1977;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1978;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1979;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1980;White;1977;1981;Jimmy Carter          ;Democratic                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;Black;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1981;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;Asian;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;Black;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1982;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;Black;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1983;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;Black;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;Asian;1981;1989;Ronald Reagan         ;Republican                                   
1984;Asian;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1984;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;Black;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;Black;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;Asian;1981;1989;Ronald Reagan         ;Republican                                   
1985;Black;1981;1989;Ronald Reagan         ;Republican                                   
1985;Asian;1981;1989;Ronald Reagan         ;Republican                                   
1985;Hispa;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1985;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;Black;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1986;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;Black;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;Black;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;Hispa;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1987;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;Black;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1988;White;1981;1989;Ronald Reagan         ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;Black;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;Black;1989;1993;George H. W. Bush     ;Republican                                   
1989;Arab ;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1989;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;Hispa;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;Black;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;Arab ;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1990;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;Asian;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;Black;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1991;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;Black;1989;1993;George H. W. Bush     ;Republican                                   
1992;Black;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;White;1989;1993;George H. W. Bush     ;Republican                                   
1992;Irish;1989;1993;George H. W. Bush     ;Republican                                   
