year,orientation,ethnicity,winner,ratio,party
2010,Lesbian ,White,2,0,Democratic
2010,Straight,Asian,0,0,Democratic
2010,Straight,Black,0,0,Democratic
2010,Straight,Hispanic,0,0,Democratic
2010,Straight,White,0,100,Democratic
2010,Straight,Asian,1,0,Democratic
2010,Straight,Black,1,0,Democratic
2010,Straight,Hispanic,1,0,Democratic
2010,Straight,White,1,100,Democratic
2010,Straight,Asian,2,0,Democratic
2010,Straight,Black,2,0,Democratic
2010,Straight,Hispanic,2,0,Democratic
2010,Straight,White,2,100,Democratic
2011,Bisexual,Asian,0,0,Democratic
2011,Bisexual,Black,0,0,Democratic
2011,Bisexual,Hispanic,0,0,Democratic
2011,Bisexual,White,0,0,Democratic
2011,Bisexual,Asian,1,0,Democratic
2011,Bisexual,Black,1,0,Democratic
2011,Bisexual,Hispanic,1,0,Democratic
2011,Bisexual,White,1,0,Democratic
2011,Bisexual,Asian,2,0,Democratic
2011,Bisexual,Black,2,0,Democratic
2011,Bisexual,Hispanic,2,0,Democratic
2011,Bisexual,White,2,0,Democratic
2011,Gay     ,Asian,0,0,Democratic
2011,Gay     ,Black,0,0,Democratic
2011,Gay     ,Hispanic,0,0,Democratic
2011,Gay     ,White,0,0,Democratic
2011,Gay     ,Asian,1,0,Democratic
2011,Gay     ,Black,1,0,Democratic
2011,Gay     ,Hispanic,1,0,Democratic
2011,Gay     ,White,1,0,Democratic
2011,Gay     ,Asian,2,0,Democratic
2011,Gay     ,Black,2,0,Democratic
2011,Gay     ,Hispanic,2,0,Democratic
2011,Gay     ,White,2,0,Democratic
2011,Lesbian ,Asian,0,0,Democratic
2011,Lesbian ,Black,0,0,Democratic
2011,Lesbian ,Hispanic,0,0,Democratic
2011,Lesbian ,White,0,0,Democratic
2011,Lesbian ,Asian,1,0,Democratic
2011,Lesbian ,Black,1,0,Democratic
2011,Lesbian ,Hispanic,1,0,Democratic
2011,Lesbian ,White,1,0,Democratic
2011,Lesbian ,Asian,2,0,Democratic
2011,Lesbian ,Black,2,0,Democratic
2011,Lesbian ,Hispanic,2,0,Democratic
2011,Lesbian ,White,2,0,Democratic
2011,Straight,Asian,0,0,Democratic
2011,Straight,Black,0,5,Democratic
2011,Straight,Hispanic,0,10,Democratic
2011,Straight,White,0,85,Democratic
2011,Straight,Asian,1,0,Democratic
2011,Straight,Black,1,20,Democratic
2011,Straight,Hispanic,1,0,Democratic
2011,Straight,White,1,80,Democratic
2011,Straight,Asian,2,0,Democratic
2011,Straight,Black,2,8,Democratic
2011,Straight,Hispanic,2,8,Democratic
2011,Straight,White,2,84,Democratic
2012,Bisexual,Asian,0,0,Democratic
2012,Bisexual,Black,0,0,Democratic
2012,Bisexual,Hispanic,0,0,Democratic
2012,Bisexual,White,0,0,Democratic
2012,Bisexual,Asian,1,0,Democratic
2012,Bisexual,Black,1,0,Democratic
2012,Bisexual,Hispanic,1,0,Democratic
2012,Bisexual,White,1,0,Democratic
2012,Bisexual,Asian,2,0,Democratic
2012,Bisexual,Black,2,0,Democratic
2012,Bisexual,Hispanic,2,0,Democratic
2012,Bisexual,White,2,0,Democratic
2012,Gay     ,Asian,0,0,Democratic
2012,Gay     ,Black,0,0,Democratic
2012,Gay     ,Hispanic,0,0,Democratic
2012,Gay     ,White,0,0,Democratic
2012,Gay     ,Asian,1,0,Democratic
2012,Gay     ,Black,1,0,Democratic
2012,Gay     ,Hispanic,1,0,Democratic
2012,Gay     ,White,1,0,Democratic
2012,Gay     ,Asian,2,0,Democratic
2012,Gay     ,Black,2,0,Democratic
2012,Gay     ,Hispanic,2,0,Democratic
2012,Gay     ,White,2,0,Democratic
2012,Lesbian ,Asian,0,0,Democratic
2012,Lesbian ,Black,0,0,Democratic
2012,Lesbian ,Hispanic,0,0,Democratic
2012,Lesbian ,White,0,0,Democratic
2012,Lesbian ,Asian,1,0,Democratic
2012,Lesbian ,Black,1,0,Democratic
2012,Lesbian ,Hispanic,1,0,Democratic
2012,Lesbian ,White,1,0,Democratic
2012,Lesbian ,Asian,2,0,Democratic
2012,Lesbian ,Black,2,0,Democratic
2012,Lesbian ,Hispanic,2,0,Democratic
2012,Lesbian ,White,2,0,Democratic
2012,Straight,Asian,0,0,Democratic
2012,Straight,Black,0,10,Democratic
2012,Straight,Hispanic,0,0,Democratic
2012,Straight,White,0,90,Democratic
2012,Straight,Asian,1,20,Democratic
2012,Straight,Black,1,0,Democratic
2012,Straight,Hispanic,1,0,Democratic
2012,Straight,White,1,80,Democratic
2012,Straight,Asian,2,4,Democratic
2012,Straight,Black,2,8,Democratic
2012,Straight,Hispanic,2,0,Democratic
2012,Straight,White,2,88,Democratic
2013,Bisexual,Asian,0,0,Democratic
2013,Bisexual,Black,0,0,Democratic
2013,Bisexual,Hispanic,0,0,Democratic
2013,Bisexual,White,0,0,Democratic
2013,Bisexual,Asian,1,0,Democratic
2013,Bisexual,Black,1,0,Democratic
2013,Bisexual,Hispanic,1,0,Democratic
2013,Bisexual,White,1,0,Democratic
2013,Bisexual,Asian,2,0,Democratic
2013,Bisexual,Black,2,0,Democratic
2013,Bisexual,Hispanic,2,0,Democratic
2013,Bisexual,White,2,0,Democratic
2013,Gay     ,Asian,0,0,Democratic
2013,Gay     ,Black,0,0,Democratic
2013,Gay     ,Hispanic,0,0,Democratic
2013,Gay     ,White,0,0,Democratic
2013,Gay     ,Asian,1,0,Democratic
2013,Gay     ,Black,1,0,Democratic
2013,Gay     ,Hispanic,1,0,Democratic
2013,Gay     ,White,1,0,Democratic
2013,Gay     ,Asian,2,0,Democratic
2013,Gay     ,Black,2,0,Democratic
2013,Gay     ,Hispanic,2,0,Democratic
2013,Gay     ,White,2,0,Democratic
2013,Lesbian ,Asian,0,0,Democratic
2013,Lesbian ,Black,0,0,Democratic
2013,Lesbian ,Hispanic,0,0,Democratic
2013,Lesbian ,White,0,0,Democratic
2013,Lesbian ,Asian,1,0,Democratic
2013,Lesbian ,Black,1,0,Democratic
2013,Lesbian ,Hispanic,1,0,Democratic
2013,Lesbian ,White,1,0,Democratic
2013,Lesbian ,Asian,2,0,Democratic
2013,Lesbian ,Black,2,0,Democratic
2013,Lesbian ,Hispanic,2,0,Democratic
2013,Lesbian ,White,2,0,Democratic
2013,Straight,Asian,0,0,Democratic
2013,Straight,Black,0,10,Democratic
2013,Straight,Hispanic,0,0,Democratic
2013,Straight,White,0,90,Democratic
2013,Straight,Asian,1,0,Democratic
2013,Straight,Black,1,20,Democratic
2013,Straight,Hispanic,1,0,Democratic
2013,Straight,White,1,80,Democratic
2013,Straight,Asian,2,0,Democratic
2013,Straight,Black,2,12,Democratic
2013,Straight,Hispanic,2,0,Democratic
2013,Straight,White,2,88,Democratic
2014,Bisexual,Asian,0,0,Democratic
2014,Bisexual,Black,0,0,Democratic
2014,Bisexual,Hispanic,0,0,Democratic
2014,Bisexual,White,0,0,Democratic
2014,Bisexual,Asian,1,0,Democratic
2014,Bisexual,Black,1,0,Democratic
2014,Bisexual,Hispanic,1,0,Democratic
2014,Bisexual,White,1,0,Democratic
2014,Bisexual,Asian,2,0,Democratic
2014,Bisexual,Black,2,0,Democratic
2014,Bisexual,Hispanic,2,0,Democratic
2014,Bisexual,White,2,0,Democratic
2014,Gay     ,Asian,0,0,Democratic
2014,Gay     ,Black,0,0,Democratic
2014,Gay     ,Hispanic,0,0,Democratic
2014,Gay     ,White,0,0,Democratic
2014,Gay     ,Asian,1,0,Democratic
2014,Gay     ,Black,1,0,Democratic
2014,Gay     ,Hispanic,1,0,Democratic
2014,Gay     ,White,1,0,Democratic
2014,Gay     ,Asian,2,0,Democratic
2014,Gay     ,Black,2,0,Democratic
2014,Gay     ,Hispanic,2,0,Democratic
2014,Gay     ,White,2,0,Democratic
2014,Lesbian ,Asian,0,0,Democratic
2014,Lesbian ,Black,0,0,Democratic
2014,Lesbian ,Hispanic,0,0,Democratic
2014,Lesbian ,White,0,0,Democratic
2014,Lesbian ,Asian,1,0,Democratic
2014,Lesbian ,Black,1,0,Democratic
2014,Lesbian ,Hispanic,1,0,Democratic
2014,Lesbian ,White,1,0,Democratic
2014,Lesbian ,Asian,2,0,Democratic
2014,Lesbian ,Black,2,0,Democratic
2014,Lesbian ,Hispanic,2,0,Democratic
2014,Lesbian ,White,2,0,Democratic
2014,Straight,Asian,0,0,Democratic
2014,Straight,Black,0,0,Democratic
2014,Straight,Hispanic,0,0,Democratic
2014,Straight,White,0,100,Democratic
2014,Straight,Asian,1,0,Democratic
2014,Straight,Black,1,0,Democratic
2014,Straight,Hispanic,1,0,Democratic
2014,Straight,White,1,100,Democratic
2014,Straight,Asian,2,0,Democratic
2014,Straight,Black,2,0,Democratic
2014,Straight,Hispanic,2,0,Democratic
2014,Straight,White,2,100,Democratic
2015,Bisexual,Asian,0,0,Democratic
2015,Bisexual,Black,0,0,Democratic
2015,Bisexual,Hispanic,0,0,Democratic
2015,Bisexual,White,0,0,Democratic
2015,Bisexual,Asian,1,0,Democratic
2015,Bisexual,Black,1,0,Democratic
2015,Bisexual,Hispanic,1,0,Democratic
2015,Bisexual,White,1,0,Democratic
2015,Bisexual,Asian,2,0,Democratic
2015,Bisexual,Black,2,0,Democratic
2015,Bisexual,Hispanic,2,0,Democratic
2015,Bisexual,White,2,0,Democratic
2015,Gay     ,Asian,0,0,Democratic
2015,Gay     ,Black,0,0,Democratic
2015,Gay     ,Hispanic,0,0,Democratic
2015,Gay     ,White,0,0,Democratic
2015,Gay     ,Asian,1,0,Democratic
2015,Gay     ,Black,1,0,Democratic
2015,Gay     ,Hispanic,1,0,Democratic
2015,Gay     ,White,1,0,Democratic
2015,Gay     ,Asian,2,0,Democratic
2015,Gay     ,Black,2,0,Democratic
2015,Gay     ,Hispanic,2,0,Democratic
2015,Gay     ,White,2,0,Democratic
2015,Lesbian ,Asian,0,0,Democratic
2015,Lesbian ,Black,0,0,Democratic
2015,Lesbian ,Hispanic,0,0,Democratic
2015,Lesbian ,White,0,0,Democratic
2015,Lesbian ,Asian,1,0,Democratic
2015,Lesbian ,Black,1,0,Democratic
2015,Lesbian ,Hispanic,1,0,Democratic
2015,Lesbian ,White,1,0,Democratic
2015,Lesbian ,Asian,2,0,Democratic
2015,Lesbian ,Black,2,0,Democratic
2015,Lesbian ,Hispanic,2,0,Democratic
2015,Lesbian ,White,2,0,Democratic
2015,Straight,Asian,0,0,Democratic
2015,Straight,Black,0,0,Democratic
2015,Straight,Hispanic,0,0,Democratic
2015,Straight,White,0,100,Democratic
2015,Straight,Asian,1,0,Democratic
2015,Straight,Black,1,0,Democratic
2015,Straight,Hispanic,1,0,Democratic
2015,Straight,White,1,100,Democratic
2015,Straight,Asian,2,0,Democratic
2015,Straight,Black,2,0,Democratic
2015,Straight,Hispanic,2,0,Democratic
2015,Straight,White,2,100,Democratic
